cluster_id,source_continent,cluster_root_date,cluster_root_absolute_time,cluster_size,first_tip_date,last_tip_date,tip_names,tip_dates
cluster_236,Europe,2023-04-28,2023.321022,29,2024-02-19,2024-09-05,PP_003QXS0.1/2024-02-20/North_America/450/D8;PP_003QXTY.1/2024-02-20/North_America/450/D8;PP_003QW4C.1/2024-03-12/North_America/450/D8;PP_003QWP7.1/2024-03-21/North_America/450/D8;PP_003QWHK.1/2024-03-22/North_America/450/D8;PP_003QWTZ.1/2024-03-24/North_America/450/D8;PP_003QWUX.1/2024-03-24/North_America/450/D8;PP_003QWVV.1/2024-03-24/North_America/450/D8;PP_003QWZM.1/2024-03-24/North_America/450/D8;PP_003QX75.1/2024-03-24/North_America/450/D8;PP_003QWXR.1/2024-03-25/North_America/450/D8;PP_003QXDT.1/2024-03-31/North_America/450/D8;PP_003QXBX.1/2024-04-02/North_America/450/D8;PP_003QXGM.1/2024-04-09/North_America/450/D8;PP_003QXLC.1/2024-04-11/North_America/450/D8;PP_003QXMA.1/2024-04-14/North_America/450/D8;PP_003QXN8.1/2024-04-19/North_America/450/D8;PP_003QUZP.1/2024-05-15/North_America/450/D8;PP_003QY58.1/2024-05-22/North_America/450/D8;PP_003QYEQ.1/2024-07-29/North_America/450/D8;PP_003QYP5.1/2024-08-13/North_America/450/D8;PP_003QYN7.1/2024-08-19/North_America/450/D8;PP_003QYQ3.1/2024-08-19/North_America/450/D8;PP_003QYR1.1/2024-08-19/North_America/450/D8;PP_003QYTX.1/2024-08-19/North_America/450/D8;PP_003QYUV.1/2024-08-22/North_America/450/D8;PP_003QZ49.1/2024-09-06/North_America/450/D8;PP_003QZ65.1/2024-09-06/North_America/450/D8;PP_003QZ9Z.1/2024-09-06/North_America/450/D8,2024-02-20;2024-02-20;2024-03-12;2024-03-21;2024-03-22;2024-03-24;2024-03-24;2024-03-24;2024-03-24;2024-03-24;2024-03-25;2024-03-31;2024-04-02;2024-04-09;2024-04-11;2024-04-14;2024-04-19;2024-05-15;2024-05-22;2024-07-29;2024-08-13;2024-08-19;2024-08-19;2024-08-19;2024-08-19;2024-08-22;2024-09-06;2024-09-06;2024-09-06
cluster_237,Africa,2023-07-18,2023.542723,2,2023-10-09,2025-01-12,PP_003QH8H.1/2023-10-10/North_America/450/B3;PP_003R1GF.1/2025-01-13/North_America/450/B3,2023-10-10;2025-01-13
cluster_238,Asia,2023-08-16,2023.623465,1,2024-07-02,2024-07-02,PP_003R0GG.1/2024-07-02/North_America/450/B3,2024-07-02
cluster_239,Europe,2023-09-19,2023.716278,10,2024-03-10,2024-09-05,PP_003QW1J.1/2024-03-10/North_America/450/D8;PP_003QW68.1/2024-03-17/North_America/450/D8;PP_003QXER.1/2024-04-03/North_America/450/D8;PP_003QY82.1/2024-06-27/North_America/450/D8;PP_003QYAY.1/2024-07-23/North_America/450/D8;PP_003QYSZ.1/2024-08-19/North_America/450/D8;PP_003QYXP.1/2024-08-28/North_America/450/D8;PP_003QYZK.1/2024-08-28/North_America/450/D8;PP_003QZAX.1/2024-09-05/North_America/450/D8;PP_003QZ57.1/2024-09-06/North_America/450/D8,2024-03-10;2024-03-17;2024-04-03;2024-06-27;2024-07-23;2024-08-19;2024-08-28;2024-08-28;2024-09-05;2024-09-06
cluster_240,Europe,2023-10-09,2023.772603,1,2023-10-09,2023-10-09,PP_003QH7K.1/2023-10-10/North_America/450/B3,2023-10-10
cluster_241,Europe,2023-11-08,2023.852706,2,2024-01-24,2024-07-16,PP_003QVWU.1/2024-01-25/North_America/450/B3;PP_003R0M5.1/2024-07-17/North_America/450/B3,2024-01-25;2024-07-17
cluster_242,Europe,2024-01-03,2024.008197,1,2024-01-03,2024-01-03,PP_003QD3X.1/2024-01-04/North_America/450/D8,2024-01-04
cluster_243,Europe,2024-01-14,2024.036821,2,2024-03-12,2024-03-19,PP_003QW3E.1/2024-03-13/North_America/450/D8;PP_003QWQ5.1/2024-03-20/North_America/450/D8,2024-03-13;2024-03-20
cluster_244,Asia,2024-01-31,2024.084699,1,2024-01-31,2024-01-31,PP_003QVCX.1/2024-02-01/North_America/450/D8,2024-02-01
cluster_245,Europe,2024-02-26,2024.153326,2,2024-03-19,2024-03-22,PP_003QW92.1/2024-03-20/North_America/450/D8;PP_003QWES.1/2024-03-22/North_America/450/D8,2024-03-20;2024-03-22
cluster_246,Europe,2024-03-18,2024.210383,1,2024-03-18,2024-03-18,PP_003QX1H.1/2024-03-18/North_America/450/D8,2024-03-18
cluster_247,Europe,2024-03-18,2024.213115,1,2024-03-18,2024-03-18,PP_003QWWT.1/2024-03-19/North_America/450/D8,2024-03-19
cluster_248,Europe,2024-03-20,2024.218579,1,2024-03-20,2024-03-20,PP_003QVFR.1/2024-03-21/North_America/450/D8,2024-03-21
cluster_249,Africa,2024-04-21,2024.303279,1,2024-04-21,2024-04-21,PP_003R161.1/2024-04-21/North_America/450/B3,2024-04-21
cluster_250,Europe,2024-05-07,2024.346995,1,2024-05-07,2024-05-07,PP_003QV4D.1/2024-05-07/North_America/450/D8,2024-05-07
cluster_251,Europe,2024-05-28,2024.40502,2,2024-07-11,2024-07-16,PP_003R10D.1/2024-07-12/North_America/450/D8;PP_003QV77.1/2024-07-16/North_America/450/D8,2024-07-12;2024-07-16
cluster_252,South_America,2024-06-13,2024.448939,2,2024-08-12,2024-09-02,PP_003QYM9.1/2024-08-12/North_America/450/D8;PP_003R0EL.1/2024-09-02/North_America/450/D8,2024-08-12;2024-09-02
cluster_253,Europe,2024-07-02,2024.5,1,2024-07-02,2024-07-02,PP_003R1CP.1/2024-07-02/North_America/450/D8,2024-07-02
cluster_254,Africa,2024-07-11,2024.527322,1,2024-07-11,2024-07-11,PP_003R070.1/2024-07-12/North_America/450/B3,2024-07-12
cluster_255,Africa,2024-07-11,2024.527322,1,2024-07-11,2024-07-11,PP_003R08Y.1/2024-07-12/North_America/450/B3,2024-07-12
cluster_256,Africa,2024-08-14,2024.620219,1,2024-08-14,2024-08-14,PP_003QVUY.1/2024-08-15/North_America/450/B3,2024-08-15
cluster_257,Asia,2024-08-28,2024.656815,2,2025-02-10,2025-03-12,PP_003RANT.1/2025-02-10/North_America/450/A;PP_003RAMV.1/2025-03-13/North_America/15678/A,2025-02-10;2025-03-13
